2021-12-22 13:20:20.839 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.m2m.management.ManagementApplicationTests], using SpringBootContextLoader
2021-12-22 13:20:20.847 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.m2m.management.ManagementApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-12-22 13:20:20.849 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.m2m.management.ManagementApplicationTests]: ManagementApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-12-22 13:20:20.948 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.m2m.management.ManagementApplication for test class com.m2m.management.ManagementApplicationTests
2021-12-22 13:20:21.057 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2021-12-22 13:20:21.068 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@3e84448c, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@4a7f959b, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@429bffaa, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@5403f35f, org.springframework.test.context.support.DirtiesContextTestExecutionListener@483f6d77, org.springframework.test.context.transaction.TransactionalTestExecutionListener@7e5afaa6, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@63a12c68, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@28f3b248, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@1b1426f4, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@32b260fa, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@581ac8a8, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@6d4e5011]
2021-12-22 13:20:21.340 [main] INFO  com.m2m.management.ManagementApplicationTests - Starting ManagementApplicationTests on gangqiangsun-QiTianM610-N000 with PID 1112 (started by root in /home/gangqiangsun/MYPROJECT/BACKEND/m2m-management-ensaas-single)
2021-12-22 13:20:21.341 [main] INFO  com.m2m.management.ManagementApplicationTests - No active profile set, falling back to default profiles: default
2021-12-22 13:20:22.171 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2021-12-22 13:20:22.275 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 86ms. Found 13 repository interfaces.
2021-12-22 13:20:22.794 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$fc6e61a9] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
