2021-10-21 09:21:08.430 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.m2m.management.ManagementApplicationTests], using SpringBootContextLoader
2021-10-21 09:21:08.441 [main] INFO  o.s.test.context.support.AbstractContextLoader - Could not detect default resource locations for test class [com.m2m.management.ManagementApplicationTests]: no resource found for suffixes {-context.xml, Context.groovy}.
2021-10-21 09:21:08.442 [main] INFO  o.s.t.c.support.AnnotationConfigContextLoaderUtils - Could not detect default configuration classes for test class [com.m2m.management.ManagementApplicationTests]: ManagementApplicationTests does not declare any static, non-private, non-final, nested classes annotated with @Configuration.
2021-10-21 09:21:08.650 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Found @SpringBootConfiguration com.m2m.management.ManagementApplication for test class com.m2m.management.ManagementApplicationTests
2021-10-21 09:21:08.793 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Loaded default TestExecutionListener class names from location [META-INF/spring.factories]: [org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener, org.springframework.test.context.web.ServletTestExecutionListener, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener, org.springframework.test.context.support.DependencyInjectionTestExecutionListener, org.springframework.test.context.support.DirtiesContextTestExecutionListener, org.springframework.test.context.transaction.TransactionalTestExecutionListener, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener]
2021-10-21 09:21:08.805 [main] INFO  o.s.b.t.context.SpringBootTestContextBootstrapper - Using TestExecutionListeners: [org.springframework.test.context.web.ServletTestExecutionListener@6253c26, org.springframework.test.context.support.DirtiesContextBeforeModesTestExecutionListener@49049a04, org.springframework.boot.test.mock.mockito.MockitoTestExecutionListener@71a8adcf, org.springframework.boot.test.autoconfigure.SpringBootDependencyInjectionTestExecutionListener@27462a88, org.springframework.test.context.support.DirtiesContextTestExecutionListener@82de64a, org.springframework.test.context.transaction.TransactionalTestExecutionListener@659499f1, org.springframework.test.context.jdbc.SqlScriptsTestExecutionListener@51e69659, org.springframework.boot.test.autoconfigure.restdocs.RestDocsTestExecutionListener@47e2e487, org.springframework.boot.test.autoconfigure.web.client.MockRestServiceServerResetTestExecutionListener@201a4587, org.springframework.boot.test.autoconfigure.web.servlet.MockMvcPrintOnlyOnFailureTestExecutionListener@61001b64, org.springframework.boot.test.autoconfigure.web.servlet.WebDriverTestExecutionListener@4310d43, org.springframework.boot.test.mock.mockito.ResetMocksTestExecutionListener@54a7079e]
2021-10-21 09:21:09.132 [main] INFO  com.m2m.management.ManagementApplicationTests - Starting ManagementApplicationTests on gangqiangsun-QiTianM610-N000 with PID 11501 (started by root in /home/gangqiangsun/MYPROJECT/BACKEND/m2m-management-ensaas-single)
2021-10-21 09:21:09.133 [main] INFO  com.m2m.management.ManagementApplicationTests - No active profile set, falling back to default profiles: default
2021-10-21 09:21:10.093 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Bootstrapping Spring Data repositories in DEFAULT mode.
2021-10-21 09:21:10.230 [main] INFO  o.s.d.r.config.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 128ms. Found 13 repository interfaces.
2021-10-21 09:21:10.797 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$dd2c28d3] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
